start_time,end_time,duration,start_station_id,start_station_name,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_latitude,end_station_longitude,precipitation,temperature,wind_speed,weather,sunshine,season,is_holiday,is_weekend
2023-08-03 14:00:00,2023-08-03 14:00:00,644,221,Sandvikstorget,60.408582102784685,5.322648583141813,58,Tårnplass,60.39375532002469,5.3217920958013565,0.0,21.1,3.5,4,37,1,False,False
2023-05-06 11:00:00,2023-05-06 11:00:00,1308,819,Thormøhlens gate,60.38316244112318,5.324053067317891,69,Laksevåg v/Kirkebukten,60.386068777690944,5.3001083072740585,0.0,12.7,1.7,4,31,0,False,True
2023-11-08 07:00:00,2023-11-08 07:00:00,661,138,C. Sundts gate,60.39947506336557,5.308762204430565,1888,Bergen Jernbanestasjon II,60.39066508674793,5.333027169585989,0.0,0.6,2.1,1,0,2,False,False
2023-09-19 11:00:00,2023-09-19 11:00:00,607,788,Danmarksplass,60.376082994809856,5.339851409058042,3,Grieghallen,60.38819667374428,5.328564137089416,0.2,11.6,2.8,5,21,1,False,False
2023-06-19 18:00:00,2023-06-19 19:00:00,1288,1891,Rosenbergsgaten,60.38904687509401,5.321882967938819,1897,NHH,60.42334343329279,5.303070676006087,0.0,19.7,2.3,4,0,0,False,False
2023-08-11 13:00:00,2023-08-11 13:00:00,118,7,Neumanns gate,60.39138580667719,5.319194867192266,36,Torgallmenningen,60.39291769029913,5.323669092809325,0.0,17.6,3.0,1,60,1,False,False
2023-08-06 17:00:00,2023-08-06 17:00:00,571,814,Nykirken,60.396949224333255,5.313494727727743,819,Thormøhlens gate,60.38316244112318,5.324053067317891,0.0,21.1,3.7,3,60,1,False,True
2023-10-16 12:00:00,2023-10-16 12:00:00,410,794,St. Jakobs Plass,60.38668149584837,5.3309780770646,58,Tårnplass,60.39375532002469,5.3217920958013565,0.1,6.4,5.8,9,0,2,False,False
2023-10-12 06:00:00,2023-10-12 06:00:00,579,219,Jonsvollkvartalet,60.39267683527631,5.317308285189142,2322,Høyteknologisenteret,60.38174958551062,5.331698655041777,0.5,7.7,8.0,5,0,2,False,False
2023-05-11 06:00:00,2023-05-11 06:00:00,393,2336,Møllestranden,60.380044402639385,5.350823586678217,214,Nygårdsporten,60.3839343833222,5.333450454511649,0.0,9.8,1.0,4,0,0,False,False
2023-06-27 18:00:00,2023-06-27 18:00:00,193,644,Solheimsgaten (ved Extra),60.37514055132067,5.338517421420761,1045,Damsgårdsveien 2,60.37802198798124,5.329383048102329,0.0,17.2,4.4,3,60,1,False,False
2023-07-20 06:00:00,2023-07-20 06:00:00,394,1892,Neumanns gate II,60.39097915423838,5.320656172070585,794,St. Jakobs Plass,60.38668149584837,5.3309780770646,2.3,11.7,2.9,4,0,1,False,False
